post_id,target_ticker,tickers_detectados,fecha,clean_text,label,confianza,base,nota
215659788,DDOG,"[""DDOG"", ""EB"", ""GAN"", ""SDC"", ""TAST"", ""TEVA"", ""UBER""]",5/28/2020,stats today we are profitable on all our swings (except gogo calls). gan hit our target for .92r. ddog exit .93r teva exit .94r uber exit .57r tast exit .69r eb exit .74r sdc exit .46r. 5.25r from those for the day. over 20r for me on the month!,unusable,3,-,
355522014,DIS,"[""DIS""]",7/13/2021,dis cnbc dis pump!!!,bullish,3,texto,
498629770,DIS,"[""DIS""]",11/29/2022,dis strange world another a-z movement bust stay woke go broke definitely not taking my kids to see this garbage,unusable,3,-,
128558512,CMG,"[""CMG""]",6/28/2018,cmg the new plan doesn't justify its success in stock market. time to lock profit if you still hasn't.,bearish,3,texto,
193769120,DDOG,"[""DDOG""]",2/6/2020,"datadog, inc. director just disposed of 5,000 shares ddog",neutral,3,texto,
184023260,CRWD,"[""CRWD""]",11/17/2019,peak profit for the last 6 expired option alerts for crwd 280.00 350.98 166.25 58.13 -3.87 226.67,neutral,3,cifra,
443313413,CRWD,"[""CRWD""]",3/11/2022,crwd how could someone short this honestly,bullish,3,texto,
270588997,TGT,"[""AMD"", ""FB"", ""NDX"", ""TGT"", ""VXX""]",1/7/2021,ndx tgt amd vxx fb,unusable,3,-,
233322652,TGT,"[""TGT""]",8/4/2020,tgt tgt will run through till earnings,bullish,3,jerga,
24858682,CMG,"[""CMG""]",7/21/2014,cmg congrats to those that told me they got some cmg calls on friday. to the moon! d,bullish,3,jerga,
60320655,CMG,"[""CMG""]",8/10/2016,"cmg very helpful, thanks for your insight.",unusable,3,-,
202571258,CMG,"[""CMG""]",3/25/2020,cmg great push for 69. good fun.,bullish,3,jerga,
496244045,TGT,"[""AMD"", ""HD"", ""QQQ"", ""SPY"", ""TGT""]",11/15/2022,tgt hd amd qqq spy bye bears,bullish,3,jerga,
218839268,CRWD,"[""CRWD""]",6/10/2020,crwd take profits!!! you have been warned,bearish,3,texto,
83359955,TGT,"[""TGT""]",5/16/2017,tgt looks like one of the big boys got the er numbers a little early. ha! rigged,neutral,2,texto,
59716763,CMG,"[""CMG""]",8/2/2016,cmg will keep an eye on this to see if it breaks 402 level..will go long if it doesn't,neutral,3,texto,Plan condicional
54426048,CMG,"[""CMG""]",5/9/2016,cmg another loss in q2 and r.i.p.,bearish,3,jerga,
336515017,CRWD,"[""CRWD"", ""GOOG"", ""META"", ""NET"", ""NVDA"", ""SE"", ""SNAP""]",5/28/2021,tech leadership board. se snap crwd net nvda goog fb,unusable,3,-,
406053956,CRWD,"[""CRWD"", ""MS""]",11/16/2021,"crwd anytime you get a 12% slide on a ms downgrade, you know it's a btd moment. one of the worst records for dg's and ug's.",bullish,3,jerga,Identifica caida comooportunidad de panico
218738575,NCLH,"[""NCLH""]",6/10/2020,"nclh in at 10 for the long haul, could have sold off monday and bought back but keeping my eyes on the 52wh prize.",bullish,3,texto,
345923507,NCLH,"[""CCL"", ""NCLH"", ""RCL""]",6/18/2021,ccl rcl nclh cant wait for my cruise from la to cabo. like a boss!,unusable,3,-,
249925165,NCLH,"[""NCLH""]",10/13/2020,nclh buying levels.,bullish,3,texto,
146307775,TGT,"[""TGT""]",11/27/2018,tgt told ya,bullish,3,jerga,
199843774,NCLH,"[""CCL"", ""CUK"", ""NCLH"", ""RCL""]",3/12/2020,ccl cuk (halted pre) princess cruises announces a voluntary and temporary pause of its global ship operations for 60 days - si rcl nclh,neutral,3,texto,
203933201,DIS,"[""DIS""]",4/1/2020,"dis when disney continue closed the months of june and july, is going to tank disney stock to 60- 70. not airlines will fly yet at summer season.",bearish,3,texto,
47705366,CMG,"[""CMG""]",1/6/2016,"cmg was expected to earn 15 next year, hard pressed to see more than 10.. even at a high 30x pe thats 300 pt.. a stretch",bearish,3,cifra,
453978418,NCLH,"[""NCLH""]",4/22/2022,"momentum activity nclh is the 29 ticker with momentum activity traded by institutions with options transaction volume 2.7x the average daily volume, a leading indicator of market movement. market analysis and options contracts included in screenshot of dashboard from insiderfinance.io (link in profile - insiderfinance)",neutral,3,cifra,
185376470,TGT,"[""DIA"", ""SPY"", ""TGT"", ""WMT""]",11/30/2019,wmt tgt spy dia went to walmart at 1. slower than a saturday afternoon. no lines no empty shelves. either economy slow or black fri ng,neutral,2,texto,
482357659,CRWD,"[""CRWD""]",9/1/2022,"measured over the past 5 years, crwd shows a very strong growth in revenue 94.09% on average per year.",bullish,3,cifra,
102955509,CMG,"[""CMG""]",11/29/2017,cmg wait till eod to initiate position. overall this changes nothing till the actual announcement,bearish,3,contexto,El CEO de chipotle se acababa de retirar
180117056,CRWD,"[""CRWD""]",10/11/2019,"crwd word is out...stay away from overvalued, money losing ipos",bearish,3,texto,
392682637,DIS,"[""DIS""]",10/19/2021,"dis if this goes up 20% by december, (ath) i d break even. damn disney 2021 performance.",bearish,3,texto,
50972232,CMG,"[""CMG""]",3/10/2016,cmg there's the break.,bearish,3,contexto,"Tendrias que saber que el precio de chipotle estaba bajando, y en ese dia cerraron un restaurante en Billerca, Massachusets porque 4 empleados cayeron ante el norovirus"
,,,,,101,,,
