post_id,target_ticker,tickers_detectados,fecha,clean_text,label,confianza,base,nota
211721135,CMG,"[""CMG""]",2020-05-11,"cmg best short on the planet right now, this scam will be trading at 830 by friday",,,,
318138732,CRWD,"[""CRWD"", ""DDOG"", ""DOCU"", ""DOMO"", ""FSLY"", ""NET""]",2021-04-19,nopennyseller royalpalmway fsly docu crwd ddog net domo moved the exact same way after the ipo,,,,
492161544,CMG,"[""CMG""]",2022-10-25,cmg they are cooking all frozen food. i hate their food and staff,,,,
175807838,TGT,"[""TGT""]",2019-08-29,tgt about to crash,,,,
264896261,CRWD,"[""CRWD""]",2020-12-16,crwd dec-18 175.00 puts option volume up 367.54 % volume 533 vs 114,,,,
237517241,TGT,"[""TGT""]",2020-08-19,"tgt careful with fomo buying folks, lot of day traders pumping this higher and one day the rug will be pulled.",,,,
83522784,TGT,"[""TGT""]",2017-05-18,tgt the long term growth forecast for target corporation has just turned negative at -6.79% from 2.33% on wednesday. (,,,,
9139743,CMG,"[""CMG""]",2012-08-16,cmg topping at 302.70 needs the 303 breakthrough with confidence,,,,
210499008,NCLH,"[""CCL"", ""NCLH""]",2020-05-05,"groovecruise2020 lol you moving here from nclh as well? i m out of that trap with little profit, not willing to have my money in it when owners talk about bankruptcy, in ccl now",,,,
202973161,NCLH,"[""NCLH""]",2020-03-26,nclh if that news didn t come out this could be 23 rn,,,,
178237466,NCLH,"[""NCLH""]",2019-09-21,daily news snapshot for nclh,,,,
212018000,DDOG,"[""DDOG""]",2020-05-12,sold ddog for 100% profit. still love the company but a gain is a gain.,,,,
247951130,TGT,"[""TGT""]",2020-10-02,tgt we got the 160!!!!,,,,
205150040,NCLH,"[""CCL"", ""NCLH""]",2020-04-07,getting rid of the weak is crucial to our future which is fraught with choppy waters in coming weeks. once the waves die down.... it gets clearer... ccl nclh churning off lows!,,,,
226479036,DDOG,"[""DDOG""]",2020-07-09,ddog should be green by 1pm,,,,
162188238,TGT,"[""TGT""]",2019-04-29,tgt i was asked to leave a target for a performance art piece of me in a gimp suit dancing to chic chic le freak,,,,
498750543,CRWD,"[""CRWD""]",2022-11-30,crwd buy pltr instead,,,,
47521057,CMG,"[""CMG""]",2016-01-01,cmg worst restaurant stock of 2015 ...,,,,
382941222,TGT,"[""TGT""]",2021-09-23,tgt target corporation declares regular quarterly dividend dividends,,,,
386442826,TGT,"[""TGT""]",2021-10-02,"good move or bad move? tgt's aroon indicator drops into downtrend on october 1, 2021. view odds for this and other indicators",,,,
264464222,CRWD,"[""CRWD"", ""GDDY"", ""MA"", ""PM"", ""RJF""]",2020-12-15,"2020-12-15 18 43 48 00 00 crwd, gddy, ma, pm, rjf intra-day move",,,,
344438542,NCLH,"[""NCLH""]",2021-06-15,"nclh 15s. delayed filed sec form 4 evp cfo kempa mark granted 44,652 of common stock at price 0 on 2021-06-11, increased holding",,,,
194172361,CMG,"[""CMG""]",2020-02-10,"cmg another silent breakout, beautiful price pivots",,,,
218053268,DDOG,"[""DDOG""]",2020-06-08,ddog broke the 77 wall...,,,,
47111112,DIS,"[""DIS""]",2015-12-20,dis the force is really strong!,,,,
369826347,TGT,"[""TGT""]",2021-08-18,tgt i d be surprised if not shocked if this doesn t close green.,,,,
465383526,DIS,"[""DIS""]",2022-06-11,dis cruising averaging down.,,,,
335245065,NCLH,"[""CVS"", ""LI"", ""NCLH"", ""PINS"", ""SPCE""]",2021-05-26,"thinking about trading options or stock in virgin galactic, norwegian cruise line, pinterest, cvs health, or li auto? cvs li nclh pins spce",,,,
16179840,TGT,"[""TGT""]",2013-10-01,tgt target sentiment continues strong heading for bullish image,,,,
179453086,CRWD,"[""CRWD""]",2019-10-03,crwd the alogs are doing stange things between 61.5 and 61.8 from the past 1hr,,,,
144840969,CMG,"[""CMG"", ""SPY""]",2018-11-12,spy i told them to go long cmg ...they ate tacos. and laughed at me lol!,,,,
266395951,CRWD,"[""CRWD""]",2020-12-22,"crwd wish i never sold on the ms flush of course i repurchased at the trough with the proceeds... but what i should have done was doubled down on that. you live and you learn, and you pay!",,,,
113987054,CMG,"[""CMG""]",2018-02-23,cmg pathetic that it can t hold a gain. probably revisits 290,,,,
86300038,TGT,"[""TGT""]",2017-06-19,tgt this is a gift folks.. 25-30% upside by christmas,,,,
45599628,TGT,"[""TGT""]",2015-11-18,tgt well this seems like a bit of an overblown reaction. no position (yet),,,,
498734622,CRWD,"[""CRWD""]",2022-11-30,crwd crowd strike is reaching a buy point soon as more crap is done online more need for security,,,,
184552149,TGT,"[""TGT""]",2019-11-21,tgt 118 for next week,,,,
301192083,DIS,"[""DIS""]",2021-03-09,dis has a better altman-z score than 85% of its industry peers.,,,,
462473315,DDOG,"[""COIN"", ""DDOG"", ""SHOP"", ""SNOW""]",2022-05-27,from that same time where i was trying to give the message long oil better than trying to catch those tech knives.. look at some of those... snow at 211.68 shop at 596.24 coin 162.71 ddog 141.67 .... and these were stocks that were down big in the three months prior to that post.. (see table),,,,
455112387,DIS,"[""DIS""]",2022-04-27,"dis damn the extreme right is doing a heck of a job to this one. boy, wait until those earnings come out, as the parks are packed.",,,,
405828136,DDOG,"[""DDOG""]",2021-11-15,"ddog 130p exp 17-jun-22 total(day) 76,700 unusualactivity sign-up free for beta ver. charts courtesy of finviz",,,,
353430946,CRWD,"[""CRWD""]",2021-07-07,crwd tweet trends today's change 30 %,,,,
171053927,CRWD,"[""CRWD""]",2019-07-18,"crwd 140 million loss, not bad for a 15 billion dollar company.",,,,
473047574,DIS,"[""DIS""]",2022-07-21,dis how many tickles does it take to make a squid laugh? ten-tickles.,,,,
227490015,CRWD,"[""CRWD""]",2020-07-14,"pres. of crowdstrike holdings, inc. just cashed-in 30,000 options crwd",,,,
153083851,CMG,"[""CMG""]",2019-02-07,cmg 620 by the weekend,,,,
216289911,DDOG,"[""DDOG""]",2020-06-01,ddog bot 5 x nov'20 55p 4.7 i like that bearcules bearishbulls ddog h s chart,,,,
102410979,TGT,"[""TGT""]",2017-11-22,tgt ahhhh yes there you go,,,,
479067627,TGT,"[""TGT""]",2022-08-17,tgt indices are -1% down but tgt is slumped 2% with huge er miss against around -80% compare the same quarter last year,,,,
262875763,CRWD,"[""CRWD""]",2020-12-09,crwd last big dip before bounce its buy!,,,,
146813410,CMG,"[""CMG"", ""SPY""]",2018-12-03,spy ayeeee i told you guys to go long cmg . it's getting colossal lol,,,,
190452187,CRWD,"[""CRWD""]",2020-01-15,crwd someone who can read the s4 filings. did warburg just sell another 8m shares today? are they down to 26m shares only left? they originally had about 53m shares so less than half left?,,,,
257425077,NCLH,"[""NCLH""]",2020-11-18,nclh i wonder if the cdc will reinstate the nso?,,,,
244269750,DDOG,"[""ADBE"", ""BABA"", ""CAT"", ""DDOG"", ""DIS"", ""FDX"", ""GM"", ""MCD"", ""NVAX"", ""PTON"", ""SPCE"", ""TWLO"", ""UVXY"", ""WMT""]",2020-09-16,mcd nvax cat fdx adbe twlo wmt uvxy baba pton gm ddog spce dis boom reddogt3 danzanger,,,,
28214137,CMG,"[""AAPL"", ""CMG"", ""DIA"", ""QQQ"", ""SPY"", ""STUDY"", ""TLT""]",2014-10-20,seandavid comparing market tops 2000 - 2007 - today qqq tlt study aapl cmg spy dia,,,,
203530974,NCLH,"[""NCLH""]",2020-03-30,nclh sold 10.50 with a few hundred loss,,,,
40717558,DIS,"[""DIS""]",2015-08-03,dis been burnt by gopro being priced in...love disney stock...torn,,,,
240439022,NCLH,"[""NCLH""]",2020-08-31,nclh future are green were better. asia was up 1.5 is and now in red. kinda figured this was gonna turn out shifty as it usually,,,,
276621808,NCLH,"[""NCLH""]",2021-01-23,"nclh true. but you are missing the point. people are not brainwashed, they are forced to do whatever the government tells them. try to open the flower shop, see how quickly they are fined thousands of dollars. you're slave to the government's wishes. and that's why this stock will fail. nclh.",,,,
221763301,NCLH,"[""NCLH""]",2020-06-22,nclh where is the norwegian queen now? hiding?,,,,
215310976,NCLH,"[""NCLH""]",2020-05-27,nclh get out the way!!! were running ),,,,
409041926,TGT,"[""TGT""]",2021-11-23,tgt does the sell off explain the dip this morning,,,,
434975547,DIS,"[""DIS""]",2022-02-09,dis go back to 160 tomorrow please,,,,
264378220,DDOG,"[""CRWD"", ""DDOG"", ""FSLY"", ""U""]",2020-12-15,ddog calls 6 are 10 currently wohooo waiting for u fsly crwd to run as well,,,,
269458077,CMG,"[""CMG""]",2021-01-04,cmg uh oh piggy finally losing some wait?,,,,
181929992,CRWD,"[""CRWD""]",2019-10-30,crwd fuckin today spreads wr ugly man.. i got out as i met my target..,,,,
196543974,DIS,"[""DIS""]",2020-02-25,dis should settle at 110 that's when i'll avarge down,,,,
46943536,TGT,"[""TGT""]",2015-12-17,"tgt anyone else here concerned about dividend not yet delcared? confused, thinking possible increase?",,,,
257744406,TGT,"[""NWL"", ""TGT""]",2020-11-19,nwl buy this up. target tgt numbers show strong growth in nwl products. home saw mid-20 range growth. essentials and beauty saw high teens,,,,
41529511,TGT,"[""C"", ""LOW"", ""STX"", ""TGT""]",2015-08-19,marketmovers 8 19 target beats its target tgt lowe's falls low citigroup fee return c seagate buys dot hill stx,,,,
238329293,CMG,"[""BYND"", ""CMG"", ""TTCF""]",2020-08-21,"fmci tattoed chef, this is for the long as every quarter earning report, the company will beat estimates.. for tje price to reach 150 one would need to wait for at least 2 quarters, look at bynd and cmg",,,,
303367447,CMG,"[""CMG""]",2021-03-12,liquidtheta trade alert (delayed actionable) ticker cmg buy sep 17 2021 1455.00 calls entry price 142.20- 151.70 tp1 170.64 tp2 191.97 tp3 213.30 stop loss 123.00 (optional) highly profitable options signals delivered to your inbox,,,,
157877971,CMG,"[""CMG""]",2019-03-21,cmg defensive investors should beware of this one.,,,,
136518696,TGT,"[""TGT""]",2018-09-07,us hiring picked up in august as pay surged most in 9 years tgt tgt,,,,
288317901,DIS,"[""DIS""]",2021-02-11,dis,,,,
240128918,TGT,"[""TGT""]",2020-08-28,tgt bruh every single time. it hits 150 then there's massive buys. crazy,,,,
151934634,TGT,"[""TGT""]",2019-01-29,tgt tgt breaking out. bo,,,,
281845134,DIS,"[""DIS""]",2021-02-01,dis close above 172 would be amazing,,,,
185718590,CRWD,"[""CRWD"", ""ZS""]",2019-12-04,zs when crowd looking at this stock crwd increased 10% yday!!,,,,
243098988,NCLH,"[""NCLH""]",2020-09-11,"nclh the new 5min test kit will be the game changer... first of all be sure you will pay for it as part of your cruise. day 1 embarkation - 5 min test before you cruise ( nobody infected as cruise starts) port days - another test on return and i m guessing return to us ports, a test before returning to mainland usa...",,,,
32368147,TGT,"[""TGT""]",2015-02-06,"tgt new sec filing for tgt form sc 13g, no. 0000215457-15-000072",,,,
167465423,CRWD,"[""BYND"", ""CHWY"", ""CRWD"", ""FVRR"", ""RVLV""]",2019-06-14,chwy if i'm not mistaken this ipo will issue over 40 million shares to the public while bynd rvlv crwd and fvrr were all less than 20m. anyone skeptical about chewy's price action and the opening trade price?,,,,
274822955,DDOG,"[""DDOG""]",2021-01-19,"ddog ill be ready to reload calls at 90 level, anyone buying or getting calls at this point and above has never looked at a daily chart. long term bullish but its the easiest trendline to see that this wouldnt have passed 100 this week.",,,,
496029756,DDOG,"[""AGRX"", ""DDOG"", ""NET""]",2022-11-14,ddog net agrx real-time stock racing is a unique approach to data visualization that will simplify and change your perspective on stock trading start racing stocks in real-time! via .,,,,
185890079,TGT,"[""TGT""]",2019-12-05,"tgt lol 125,25 was the highest you will see for a long time",,,,
200198695,DDOG,"[""DDOG""]",2020-03-13,ddog,,,,
284174933,TGT,"[""TGT""]",2021-02-04,"large print tgt size 272674 price 188.59 time 1602 amount 51,423,589.66",,,,
260813869,NCLH,"[""CCL"", ""NCLH""]",2020-12-02,ccl nclh,,,,
42828051,DIS,"[""DIS""]",2015-09-18,dis has anyone heard anything about when we'll see a 3rd star wars trailer?!,,,,
198554801,DIS,"[""DIS"", ""META"", ""MSFT"", ""SPY""]",2020-03-06,spy fb msft dis maybe we need to take a lesson from china so we can get back to normal yahoo.com news california-man-self-quarantined-returning-173042979.html,,,,
486771618,CRWD,"[""CRWD""]",2022-09-24,"crowdstrike cao anurag saha sells 526,567.44 in crwd",,,,
277786967,NCLH,"[""NCLH"", ""SPY""]",2021-01-26,nclh coinflip right now whether it breaks huge descending triangle or head to 25.4 before continuing down. i'm watching spy to lead the way,,,,
189318927,CRWD,"[""CRWD""]",2020-01-07,crwd cyber threat story,,,,
406181851,DDOG,"[""AYX"", ""DDOG"", ""PLTR"", ""SNOW""]",2021-11-16,"ayx ddog pltr snow palantir data dog snow folks, come enjoy similar returns when cloud revenue at alteryx soar",,,,
113770623,NCLH,"[""ACHN"", ""APA"", ""BLMN"", ""CHK"", ""CNP"", ""CVRR"", ""DNR"", ""HEES"", ""HRL"", ""JAKK"", ""MITL"", ""NCLH"", ""NEM"", ""RGEN"", ""SAGE"", ""SFM"", ""SGMO"", ""TREE"", ""TSEM"", ""W""]",2018-02-22,notable earnings bmo thurs achn apa blmn cnp chk cvrr dnr hees hrl jakk tree mitl nem nclh rgen sage sgmo sfm tsem w,,,,
171287011,CRWD,"[""CRWD""]",2019-07-22,crwd should be on watch again when vol starts coming a bit,,,,
45758485,CMG,"[""CMG"", ""SGI"", ""ZEN""]",2015-11-20,sgi zen cmg,,,,
311127684,TGT,"[""AAPL"", ""BECKY"", ""LULU"", ""NKE"", ""SBUX"", ""TGT""]",2021-04-01,asmr paula official becky etf when? lulu sbux tgt aapl nke,,,,
227202406,DIS,"[""DIS""]",2020-07-13,dis 2 hour waits on a monday in shanghai disney.. don t be surprised when disney world looks like this in a couple months,,,,
411204362,CRWD,"[""CRWD""]",2021-11-29,crwd - er play outlook bullish move pos 70% buy 1 vertical crwd 100 (weeklys) 3 dec 21 230 235 call 1.88 lmt,,,,
326714226,NCLH,"[""NCLH""]",2021-05-07,"nclh did i time a bottom for once? wish i woulda put more in, but hopefully this holds up. can t complain.",,,,
199917763,NCLH,"[""CCL"", ""NCLH"", ""RCL""]",2020-03-12,"princess cruises announced that it is suspending its global operations for 60 days amid the coronavirus pandemic that has already forced two of its ships' passengers into quarantine. all operations will be suspended march 12 to may 10. under normal operations, princess cruises serves more than 50,000 passengers a day. viking is suspending operations around the world, effective immediately. its entire fleet of more than 70 river ships and 6 ocean ships would stop operating as current sailings come to an end. all sailings scheduled to start tomorrow through april 30 have been canceled. viking carries about 500,000 travelers a year on its vessels and has 10,000 employees. rcl ccl nclh",,,,
180411667,CRWD,"[""CRWD""]",2019-10-15,crwd surprisingly doing well today,,,,
365824395,DDOG,"[""DDOG"", ""NEWR""]",2021-08-09,"easymoney48 god0fgamblers 5 years is way too much time in this industry at this time. just look at newr vs ddog for example...dead money for now, unless they pull the real high gross-margin growth.",,,,
216654270,NCLH,"[""NCLH""]",2020-06-03,"nclh in today s episode of weak ass bears, watch as bears sweat it out for a dollar drop, and ignore 30- 40 to the upside. bulls will continue to hold strong and use bear money to pay for rolex watches and haven cruises. bears will cry about the system being rigged, bankruptcy, and how nobody wants to cruise.",,,,
368746501,DIS,"[""BEAM"", ""CDNS"", ""CRSP"", ""CVU"", ""DIS"", ""ETSY"", ""EXPI"", ""FLGT"", ""GRWG""]",2021-08-16,"fortis capital management llc,has filed form 13f for q2 2021.opened new positions in beam cdns crsp cvu dis etsy expi flgt grwg",,,,
147936285,TGT,"[""ALB"", ""DCI"", ""LECO"", ""LEG"", ""TGT""]",2018-12-14,5 dividend growth stocks with upside to analyst targets alb tgt leco leg dci,,,,
470118293,DIS,"[""DIS"", ""DWAC"", ""GOOGL"", ""META"", ""TRUTH"", ""TWTR""]",2022-07-06,googl meta twtr dwac truth dis,,,,
479283362,DDOG,"[""DDOG""]",2022-08-17,"ddog 15s. delayed filed sec form 4 director richardson julie disposed 3,906 of class a common stock at average price 116.03 and acq",,,,
83788154,CMG,"[""CMG""]",2017-05-21,cmg the zack's article of today is clearly positive and foreshadowing of imminent zack's upgrade.,,,,
273880611,DDOG,"[""DDOG""]",2021-01-15,ddog credit suisse maintains to neutral pt 95.00,,,,
313913727,NCLH,"[""CCL"", ""NCLH""]",2021-04-09,ccl nclh my party once we set sail!,,,,
206264253,CMG,"[""CMG""]",2020-04-14,cmg will eventually drop like a rock. earning next week,,,,
139170117,NCLH,"[""NCLH""]",2018-09-28,nclh macquarie raises to neutral,,,,
264074387,TGT,"[""SPLK"", ""T"", ""TGT""]",2020-12-14,tgt t splk,,,,
388465336,DIS,"[""DIS""]",2021-10-07,"disney stock's growth outlook is good, but right now, good isn't good enough for wall street. dis stock will still make investors some money.",,,,
82776123,TGT,"[""TGT""]",2017-05-11,tgt tgt is getting ready for a pop to the upside. it won't be long before upper 50's are a thing of the past. 66 coming!!!,,,,
442782892,DIS,"[""DIS""]",2022-03-09,dis,,,,
332518164,TGT,"[""TGT""]",2021-05-19,wells fargo raises target price target to 245 after 'remarkable' q1 - tgt -,,,,
11936103,TGT,"[""COST"", ""M"", ""TGT"", ""XLP"", ""XLU""]",2013-02-07,xlp names like cost m tgt all report better than expected sss (same-store-sales). defensive sectors leading again xlu strong,,,,
120933417,CMG,"[""CMG""]",2018-04-23,cmg who s shorting with me?,,,,
228035233,NCLH,"[""CTIB"", ""NCLH""]",2020-07-15,nclh go ctib,,,,
63931131,CMG,"[""CMG""]",2016-10-04,cmg,,,,
203430509,NCLH,"[""NCLH""]",2020-03-30,nclh expecting green today,,,,
196679038,DIS,"[""DIS""]",2020-02-26,"the timing of bob iger's retirement is just a smidge disconcerting to yours truly. definitely one of greatest execs ever, perhaps the coronavirus provides optimal exit but just don't like the jolt. at least dis can be happy he'll remain on the board.",,,,
249180687,NCLH,"[""COTY"", ""NCLH"", ""ON"", ""SPY"", ""SRNE""]",2020-10-08,"spy srne on coty nclh !!awesome group for stocks, options, day swing trading.. check out today ok.stockslivechat.net",,,,
226638970,DIS,"[""DIS""]",2020-07-10,dis they signed kaepernick!! watch the money roll in lmao,,,,
411657624,CRWD,"[""BA"", ""CRWD"", ""SPY"", ""TMUS""]",2021-11-30,"spy why the fk this was around 466 yesterday, such a dirty drama in markets ba crwd tmus",,,,
4463464,TGT,"[""TGT""]",2011-07-22,"bankproptrader makes no sense for the stock to go up until the apple dude gets there (nov) anyway this is like long tgt in 07, bad timing",,,,
442974627,CRWD,"[""CRWD""]",2022-03-10,crwd something doesn t feel right about this gap up.. strong believer in gap ups puts gap downs calls,,,,
456989165,DDOG,"[""DDOG"", ""QQQ""]",2022-05-05,ddog earnings out- drop it like it s hot qqq,,,,
485833595,CRWD,"[""CRWD""]",2022-09-20,crwd crowdstrike drives the convergence of security and observability with introduction of falcon logscale and falcon complete logscale,,,,
378370353,DIS,"[""DIS""]",2021-09-10,dis they just killing puts for this week probably tanks monday,,,,
237572938,TGT,"[""TGT""]",2020-08-19,tgt bears are cute.,,,,
411841091,CRWD,"[""CRWD"", ""FSLY"", ""GDRX"", ""LSPD"", ""MELI"", ""NET"", ""PINS"", ""PLTR"", ""PTON"", ""ROKU"", ""SE"", ""STNE"", ""TDOC"", ""TWLO"", ""ZM""]",2021-11-30,se valuation scatterplot points are color-coded based on % down from 52-week highs (see legend) stne -82% pton -75% fsly -68% tdoc -67% lspd -59% zm -58% pins -54% pltr -54% roku -54% twlo -40% gdrx -38% meli -36% se -23% crwd -23% net -17% ways to go,,,,
332717086,TGT,"[""CAN"", ""LLIT"", ""SURF"", ""TGT"", ""UONE""]",2021-05-19,"can uone llit surf tgt 1200 into 54k in the last 30 days. if you really want to make huge profits on trading then, join this winning chat ! bit.ly 3fhdrtewww",,,,
186837013,DIS,"[""DIS""]",2019-12-13,dis they pulled it off. i need one asap!,,,,
46542406,CMG,"[""CMG""]",2015-12-09,1simpletrader cmg burrito looks a little soggy...,,,,
241092029,CRWD,"[""CRWD""]",2020-09-02,crwd what is the expected er ?,,,,
165162929,TGT,"[""TGT""]",2019-05-23,tgt last two months 28 winners and 5 losers,,,,
376166931,DDOG,"[""DDOG""]",2021-09-03,ddog tight weekly candle this week just off high,,,,
480541014,TGT,"[""TGT"", ""URBN""]",2022-08-23,urbn not feeling incredibly optimistic here . don't pay a div and shareholder profits will be hurt by margin pressure due to labor and shipping costs. all about the guidance but expect similar inventory clearing to tgt,,,,
441128125,DDOG,"[""DDOG""]",2022-03-03,"ddog reported 3 new insider trades to the sec in the last 2 minutes. 719,719.80 of shares sold by agarwal amit (chief product officer) 268,002.92 of shares sold by pomel olivier (chief executive officer) 193,349.33 of shares sold by le-quoc alexis (president cto)",,,,
205995209,NCLH,"[""NCLH""]",2020-04-13,ludwigvanbeethoven halfway between nassau and freeport. i'm not sure nclh needs the blessings of the cdc to get back in business. i didn't lose anything in miami...,,,,
191102278,CRWD,"[""AYX"", ""CRWD"", ""IQ""]",2020-01-20,ayx crwd iq just thought it would be good to see a post that isn t spam.,,,,
460176224,TGT,"[""TGT""]",2022-05-17,tgt say it gap fills to 180 what s your plan then,,,,
402037941,DDOG,"[""DDOG""]",2021-11-07,ddog simulated 195.0 dollar calls for monday's open on stockorbit at,,,,
420138317,DIS,"[""DIS""]",2021-12-23,dis short itttt,,,,
273906186,CRWD,"[""CRWD""]",2021-01-15,crowdstrike's pt raised by credit suisse group ag to 225.00. neutral rating. crwd,,,,
423839336,TGT,"[""TGT""]",2022-01-05,"unusual option alert on tgt 92,400 put block traded with 230.0 strike expiring on 2022-06-17. via",,,,
465351469,DDOG,"[""DDOG""]",2022-06-10,ddog been adding heavily over the past month. now a top 5 position for me. really looking forward to seeing how this company shapes up over the next 5-10 years.,,,,
35684181,CMG,"[""CMG""]",2015-04-21,cmg punish these unrealistic ones start supporting emerging,,,,
45630576,TGT,"[""TGT""]",2015-11-18,tgt went long twice in dips w good gains out 4 now but appears this will move higher later?,,,,
